,dhlabid,urn,title,city,timestamp,year,doctype,word,count,positive,negative,sentimentscore,url
206,200272144,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101006_12_40_1,budstikkasoegne,Kristiansand,20101006,2010,digavis,biblioteket,3,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101006_12_40_1?searchText=biblioteket
207,200272144,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101006_12_40_1,budstikkasoegne,Kristiansand,20101006,2010,digavis,biblioteket,3,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101006_12_40_1?searchText=biblioteket
208,200272144,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101006_12_40_1,budstikkasoegne,Kristiansand,20101006,2010,digavis,biblioteket,3,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101006_12_40_1?searchText=biblioteket
209,200272146,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101020_12_42_1,budstikkasoegne,Kristiansand,20101020,2010,digavis,biblioteket,2,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101020_12_42_1?searchText=biblioteket
210,200272146,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101020_12_42_1,budstikkasoegne,Kristiansand,20101020,2010,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101020_12_42_1?searchText=biblioteket
211,200272146,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101020_12_42_1,budstikkasoegne,Kristiansand,20101020,2010,digavis,biblioteket,2,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101020_12_42_1?searchText=biblioteket
212,200272148,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101103_12_44_1,budstikkasoegne,Kristiansand,20101103,2010,digavis,biblioteket,1,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101103_12_44_1?searchText=biblioteket
213,200272149,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101110_12_45_1,budstikkasoegne,Kristiansand,20101110,2010,digavis,biblioteket,3,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101110_12_45_1?searchText=biblioteket
214,200272149,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101110_12_45_1,budstikkasoegne,Kristiansand,20101110,2010,digavis,biblioteket,3,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101110_12_45_1?searchText=biblioteket
215,200272149,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101110_12_45_1,budstikkasoegne,Kristiansand,20101110,2010,digavis,biblioteket,3,3,1,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101110_12_45_1?searchText=biblioteket
216,200272150,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1,budstikkasoegne,Kristiansand,20101117,2010,digavis,biblioteket,6,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1?searchText=biblioteket
217,200272150,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1,budstikkasoegne,Kristiansand,20101117,2010,digavis,biblioteket,6,4,2,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1?searchText=biblioteket
218,200272150,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1,budstikkasoegne,Kristiansand,20101117,2010,digavis,biblioteket,6,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1?searchText=biblioteket
219,200272150,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1,budstikkasoegne,Kristiansand,20101117,2010,digavis,biblioteket,6,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101117_12_46_1?searchText=biblioteket
220,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
221,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,6,1,5,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
222,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
223,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,3,4,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
224,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
225,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
226,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
227,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
228,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
229,200272151,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1,budstikkasoegne,Kristiansand,20101124,2010,digavis,biblioteket,12,2,3,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101124_12_47_1?searchText=biblioteket
230,200272152,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1,budstikkasoegne,Kristiansand,20101201,2010,digavis,biblioteket,3,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1?searchText=biblioteket
231,200272152,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1,budstikkasoegne,Kristiansand,20101201,2010,digavis,biblioteket,3,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1?searchText=biblioteket
232,200272152,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1,budstikkasoegne,Kristiansand,20101201,2010,digavis,biblioteket,3,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1?searchText=biblioteket
233,200272152,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1,budstikkasoegne,Kristiansand,20101201,2010,digavis,biblioteket,3,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101201_12_48_1?searchText=biblioteket
234,200272153,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1,budstikkasoegne,Kristiansand,20101208,2010,digavis,biblioteket,5,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1?searchText=biblioteket
235,200272153,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1,budstikkasoegne,Kristiansand,20101208,2010,digavis,biblioteket,5,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1?searchText=biblioteket
236,200272153,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1,budstikkasoegne,Kristiansand,20101208,2010,digavis,biblioteket,5,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1?searchText=biblioteket
237,200272153,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1,budstikkasoegne,Kristiansand,20101208,2010,digavis,biblioteket,5,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1?searchText=biblioteket
238,200272153,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1,budstikkasoegne,Kristiansand,20101208,2010,digavis,biblioteket,5,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101208_12_50_1?searchText=biblioteket
239,200272154,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101215_12_51_1,budstikkasoegne,Kristiansand,20101215,2010,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101215_12_51_1?searchText=biblioteket
240,200272154,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101215_12_51_1,budstikkasoegne,Kristiansand,20101215,2010,digavis,biblioteket,2,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101215_12_51_1?searchText=biblioteket
241,200272155,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101222_12_52_1,budstikkasoegne,Kristiansand,20101222,2010,digavis,biblioteket,2,1,2,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101222_12_52_1?searchText=biblioteket
242,200272155,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101222_12_52_1,budstikkasoegne,Kristiansand,20101222,2010,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20101222_12_52_1?searchText=biblioteket
243,200272156,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1,budstikkasoegne,Kristiansand,20110105,2011,digavis,biblioteket,4,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1?searchText=biblioteket
244,200272156,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1,budstikkasoegne,Kristiansand,20110105,2011,digavis,biblioteket,4,3,0,3,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1?searchText=biblioteket
245,200272156,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1,budstikkasoegne,Kristiansand,20110105,2011,digavis,biblioteket,4,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1?searchText=biblioteket
246,200272156,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1,budstikkasoegne,Kristiansand,20110105,2011,digavis,biblioteket,4,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110105_13_1_1?searchText=biblioteket
247,200272158,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1,budstikkasoegne,Kristiansand,20110119,2011,digavis,biblioteket,4,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1?searchText=biblioteket
248,200272158,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1,budstikkasoegne,Kristiansand,20110119,2011,digavis,biblioteket,4,3,3,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1?searchText=biblioteket
249,200272158,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1,budstikkasoegne,Kristiansand,20110119,2011,digavis,biblioteket,4,3,0,3,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1?searchText=biblioteket
250,200272158,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1,budstikkasoegne,Kristiansand,20110119,2011,digavis,biblioteket,4,3,0,3,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110119_13_3_1?searchText=biblioteket
251,200272160,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110202_13_5_1,budstikkasoegne,Kristiansand,20110202,2011,digavis,biblioteket,1,3,0,3,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110202_13_5_1?searchText=biblioteket
252,200272161,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110209_13_6_1,budstikkasoegne,Kristiansand,20110209,2011,digavis,biblioteket,1,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110209_13_6_1?searchText=biblioteket
253,200272161,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110209_13_6_1,budstikkasoegne,Kristiansand,20110209,2011,digavis,biblioteket,1,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110209_13_6_1?searchText=biblioteket
254,200272163,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110223_13_8_1,budstikkasoegne,Kristiansand,20110223,2011,digavis,biblioteket,1,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110223_13_8_1?searchText=biblioteket
255,200272178,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110615_13_23_1,budstikkasoegne,Kristiansand,20110615,2011,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110615_13_23_1?searchText=biblioteket
256,200272178,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110615_13_23_1,budstikkasoegne,Kristiansand,20110615,2011,digavis,biblioteket,2,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110615_13_23_1?searchText=biblioteket
257,200272179,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110622_13_24_1,budstikkasoegne,Kristiansand,20110622,2011,digavis,biblioteket,1,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110622_13_24_1?searchText=biblioteket
258,200272180,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110629_13_25_1,budstikkasoegne,Kristiansand,20110629,2011,digavis,biblioteket,2,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110629_13_25_1?searchText=biblioteket
259,200272180,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110629_13_25_1,budstikkasoegne,Kristiansand,20110629,2011,digavis,biblioteket,2,0,3,-3,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110629_13_25_1?searchText=biblioteket
260,200272180,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110629_13_25_1,budstikkasoegne,Kristiansand,20110629,2011,digavis,biblioteket,2,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110629_13_25_1?searchText=biblioteket
261,200272185,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110803_13_31_1,budstikkasoegne,Kristiansand,20110803,2011,digavis,biblioteket,1,1,4,-3,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110803_13_31_1?searchText=biblioteket
262,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
263,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
264,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
265,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
266,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
267,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
268,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
269,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,7,1,6,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
270,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
271,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
272,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
273,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
274,200272186,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1,budstikkasoegne,Kristiansand,20110810,2011,digavis,biblioteket,20,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110810_13_32_1?searchText=biblioteket
275,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
276,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
277,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
278,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,3,-3,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
279,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
280,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
281,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
282,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
283,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,1,3,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
284,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,3,3,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
285,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
286,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
287,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
288,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
289,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
290,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
291,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
292,200272187,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1,budstikkasoegne,Kristiansand,20110817,2011,digavis,biblioteket,19,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110817_13_33_1?searchText=biblioteket
293,200272188,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110824_13_34_1,budstikkasoegne,Kristiansand,20110824,2011,digavis,biblioteket,3,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110824_13_34_1?searchText=biblioteket
294,200272188,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110824_13_34_1,budstikkasoegne,Kristiansand,20110824,2011,digavis,biblioteket,3,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110824_13_34_1?searchText=biblioteket
295,200272188,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110824_13_34_1,budstikkasoegne,Kristiansand,20110824,2011,digavis,biblioteket,3,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110824_13_34_1?searchText=biblioteket
296,200272189,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110831_13_35_1,budstikkasoegne,Kristiansand,20110831,2011,digavis,biblioteket,3,1,2,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110831_13_35_1?searchText=biblioteket
297,200272189,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110831_13_35_1,budstikkasoegne,Kristiansand,20110831,2011,digavis,biblioteket,3,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110831_13_35_1?searchText=biblioteket
298,200272190,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110907_13_36_1,budstikkasoegne,Kristiansand,20110907,2011,digavis,biblioteket,8,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110907_13_36_1?searchText=biblioteket
299,200272190,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110907_13_36_1,budstikkasoegne,Kristiansand,20110907,2011,digavis,biblioteket,8,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110907_13_36_1?searchText=biblioteket
300,200272190,URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110907_13_36_1,budstikkasoegne,Kristiansand,20110907,2011,digavis,biblioteket,8,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_budstikkasoegne_null_null_20110907_13_36_1?searchText=biblioteket
