,dhlabid,urn,title,city,timestamp,year,doctype,word,count,positive,negative,sentimentscore,url
3656,200484108,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060314_132_62_1,faedrelandsvennen,Kristiansand,20060314,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060314_132_62_1?searchText=biblioteket
3657,200484109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1,faedrelandsvennen,Kristiansand,20060315,2006,digavis,biblioteket,7,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1?searchText=biblioteket
3658,200484109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1,faedrelandsvennen,Kristiansand,20060315,2006,digavis,biblioteket,7,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1?searchText=biblioteket
3659,200484109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1,faedrelandsvennen,Kristiansand,20060315,2006,digavis,biblioteket,7,4,1,3,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1?searchText=biblioteket
3660,200484109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1,faedrelandsvennen,Kristiansand,20060315,2006,digavis,biblioteket,7,0,3,-3,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1?searchText=biblioteket
3661,200484109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1,faedrelandsvennen,Kristiansand,20060315,2006,digavis,biblioteket,7,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1?searchText=biblioteket
3662,200484109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1,faedrelandsvennen,Kristiansand,20060315,2006,digavis,biblioteket,7,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1?searchText=biblioteket
3663,200484109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1,faedrelandsvennen,Kristiansand,20060315,2006,digavis,biblioteket,7,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060315_132_63_1?searchText=biblioteket
3664,200484110,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060316_132_64_1,faedrelandsvennen,Kristiansand,20060316,2006,digavis,biblioteket,1,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060316_132_64_1?searchText=biblioteket
3665,200484110,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060316_132_64_1,faedrelandsvennen,Kristiansand,20060316,2006,digavis,biblioteket,1,0,3,-3,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060316_132_64_1?searchText=biblioteket
3666,200484111,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060317_132_65_1,faedrelandsvennen,Kristiansand,20060317,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060317_132_65_1?searchText=biblioteket
3667,200484111,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060317_132_65_1,faedrelandsvennen,Kristiansand,20060317,2006,digavis,biblioteket,1,4,0,4,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060317_132_65_1?searchText=biblioteket
3668,200484112,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060318_132_66_1,faedrelandsvennen,Kristiansand,20060318,2006,digavis,biblioteket,1,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060318_132_66_1?searchText=biblioteket
3669,200484114,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060321_132_68_1,faedrelandsvennen,Kristiansand,20060321,2006,digavis,biblioteket,2,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060321_132_68_1?searchText=biblioteket
3670,200484114,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060321_132_68_1,faedrelandsvennen,Kristiansand,20060321,2006,digavis,biblioteket,2,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060321_132_68_1?searchText=biblioteket
3671,200484119,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060327_132_73_1,faedrelandsvennen,Kristiansand,20060327,2006,digavis,biblioteket,1,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060327_132_73_1?searchText=biblioteket
3672,200484119,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060327_132_73_1,faedrelandsvennen,Kristiansand,20060327,2006,digavis,biblioteket,1,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060327_132_73_1?searchText=biblioteket
3673,200484123,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1,faedrelandsvennen,Kristiansand,20060331,2006,digavis,biblioteket,6,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1?searchText=biblioteket
3674,200484123,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1,faedrelandsvennen,Kristiansand,20060331,2006,digavis,biblioteket,6,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1?searchText=biblioteket
3675,200484123,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1,faedrelandsvennen,Kristiansand,20060331,2006,digavis,biblioteket,6,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1?searchText=biblioteket
3676,200484123,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1,faedrelandsvennen,Kristiansand,20060331,2006,digavis,biblioteket,6,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1?searchText=biblioteket
3677,200484123,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1,faedrelandsvennen,Kristiansand,20060331,2006,digavis,biblioteket,6,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060331_132_77_1?searchText=biblioteket
3678,200484125,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060403_132_79_1,faedrelandsvennen,Kristiansand,20060403,2006,digavis,biblioteket,2,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060403_132_79_1?searchText=biblioteket
3679,200484125,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060403_132_79_1,faedrelandsvennen,Kristiansand,20060403,2006,digavis,biblioteket,2,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060403_132_79_1?searchText=biblioteket
3680,200484125,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060403_132_79_1,faedrelandsvennen,Kristiansand,20060403,2006,digavis,biblioteket,2,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060403_132_79_1?searchText=biblioteket
3681,200484126,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1,faedrelandsvennen,Kristiansand,20060404,2006,digavis,biblioteket,3,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1?searchText=biblioteket
3682,200484126,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1,faedrelandsvennen,Kristiansand,20060404,2006,digavis,biblioteket,3,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1?searchText=biblioteket
3683,200484126,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1,faedrelandsvennen,Kristiansand,20060404,2006,digavis,biblioteket,3,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1?searchText=biblioteket
3684,200484126,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1,faedrelandsvennen,Kristiansand,20060404,2006,digavis,biblioteket,3,4,1,3,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060404_132_80_1?searchText=biblioteket
3685,200484127,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060405_132_81_1,faedrelandsvennen,Kristiansand,20060405,2006,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060405_132_81_1?searchText=biblioteket
3686,200484127,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060405_132_81_1,faedrelandsvennen,Kristiansand,20060405,2006,digavis,biblioteket,2,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060405_132_81_1?searchText=biblioteket
3687,200484127,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060405_132_81_1,faedrelandsvennen,Kristiansand,20060405,2006,digavis,biblioteket,2,0,3,-3,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060405_132_81_1?searchText=biblioteket
3688,200484129,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060407_132_83_1,faedrelandsvennen,Kristiansand,20060407,2006,digavis,biblioteket,1,1,2,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060407_132_83_1?searchText=biblioteket
3689,200484129,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060407_132_83_1,faedrelandsvennen,Kristiansand,20060407,2006,digavis,biblioteket,1,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060407_132_83_1?searchText=biblioteket
3690,200484131,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060410_132_85_1,faedrelandsvennen,Kristiansand,20060410,2006,digavis,biblioteket,1,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060410_132_85_1?searchText=biblioteket
3691,200484131,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060410_132_85_1,faedrelandsvennen,Kristiansand,20060410,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060410_132_85_1?searchText=biblioteket
3692,200484132,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060411_132_86_1,faedrelandsvennen,Kristiansand,20060411,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060411_132_86_1?searchText=biblioteket
3693,200484132,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060411_132_86_1,faedrelandsvennen,Kristiansand,20060411,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060411_132_86_1?searchText=biblioteket
3694,200484136,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060421_132_91_1,faedrelandsvennen,Kristiansand,20060421,2006,digavis,biblioteket,3,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060421_132_91_1?searchText=biblioteket
3695,200484136,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060421_132_91_1,faedrelandsvennen,Kristiansand,20060421,2006,digavis,biblioteket,3,3,1,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060421_132_91_1?searchText=biblioteket
3696,200484136,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060421_132_91_1,faedrelandsvennen,Kristiansand,20060421,2006,digavis,biblioteket,3,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060421_132_91_1?searchText=biblioteket
3697,200484137,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060422_132_92_2,faedrelandsvennen,Kristiansand,20060422,2006,digavis,biblioteket,2,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060422_132_92_2?searchText=biblioteket
3698,200484144,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060429_132_98_1,faedrelandsvennen,Kristiansand,20060429,2006,digavis,biblioteket,1,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060429_132_98_1?searchText=biblioteket
3699,200484150,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1,faedrelandsvennen,Kristiansand,20060508,2006,digavis,biblioteket,4,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1?searchText=biblioteket
3700,200484150,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1,faedrelandsvennen,Kristiansand,20060508,2006,digavis,biblioteket,4,4,2,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1?searchText=biblioteket
3701,200484150,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1,faedrelandsvennen,Kristiansand,20060508,2006,digavis,biblioteket,4,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1?searchText=biblioteket
3702,200484150,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1,faedrelandsvennen,Kristiansand,20060508,2006,digavis,biblioteket,4,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060508_132_104_1?searchText=biblioteket
3703,200484152,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060510_132_106_1,faedrelandsvennen,Kristiansand,20060510,2006,digavis,biblioteket,1,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060510_132_106_1?searchText=biblioteket
3704,200484152,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060510_132_106_1,faedrelandsvennen,Kristiansand,20060510,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060510_132_106_1?searchText=biblioteket
3705,200484153,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060511_132_107_1,faedrelandsvennen,Kristiansand,20060511,2006,digavis,biblioteket,1,3,3,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060511_132_107_1?searchText=biblioteket
3706,200484153,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060511_132_107_1,faedrelandsvennen,Kristiansand,20060511,2006,digavis,biblioteket,1,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060511_132_107_1?searchText=biblioteket
3707,200484159,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060519_132_113_1,faedrelandsvennen,Kristiansand,20060519,2006,digavis,biblioteket,2,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060519_132_113_1?searchText=biblioteket
3708,200484159,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060519_132_113_1,faedrelandsvennen,Kristiansand,20060519,2006,digavis,biblioteket,2,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060519_132_113_1?searchText=biblioteket
3709,200484159,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060519_132_113_1,faedrelandsvennen,Kristiansand,20060519,2006,digavis,biblioteket,2,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060519_132_113_1?searchText=biblioteket
3710,200484160,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060520_132_114_1,faedrelandsvennen,Kristiansand,20060520,2006,digavis,biblioteket,3,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060520_132_114_1?searchText=biblioteket
3711,200484160,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060520_132_114_1,faedrelandsvennen,Kristiansand,20060520,2006,digavis,biblioteket,3,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060520_132_114_1?searchText=biblioteket
3712,200484170,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060602_132_124_1,faedrelandsvennen,Kristiansand,20060602,2006,digavis,biblioteket,2,1,2,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060602_132_124_1?searchText=biblioteket
3713,200484170,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060602_132_124_1,faedrelandsvennen,Kristiansand,20060602,2006,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060602_132_124_1?searchText=biblioteket
3714,200484170,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060602_132_124_1,faedrelandsvennen,Kristiansand,20060602,2006,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060602_132_124_1?searchText=biblioteket
3715,200484173,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060607_132_127_1,faedrelandsvennen,Kristiansand,20060607,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060607_132_127_1?searchText=biblioteket
3716,200484173,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060607_132_127_1,faedrelandsvennen,Kristiansand,20060607,2006,digavis,biblioteket,1,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060607_132_127_1?searchText=biblioteket
3717,200484174,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1,faedrelandsvennen,Kristiansand,20060608,2006,digavis,biblioteket,8,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1?searchText=biblioteket
3718,200484174,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1,faedrelandsvennen,Kristiansand,20060608,2006,digavis,biblioteket,8,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1?searchText=biblioteket
3719,200484174,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1,faedrelandsvennen,Kristiansand,20060608,2006,digavis,biblioteket,8,1,3,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1?searchText=biblioteket
3720,200484174,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1,faedrelandsvennen,Kristiansand,20060608,2006,digavis,biblioteket,8,3,1,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1?searchText=biblioteket
3721,200484174,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1,faedrelandsvennen,Kristiansand,20060608,2006,digavis,biblioteket,8,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1?searchText=biblioteket
3722,200484174,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1,faedrelandsvennen,Kristiansand,20060608,2006,digavis,biblioteket,8,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1?searchText=biblioteket
3723,200484174,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1,faedrelandsvennen,Kristiansand,20060608,2006,digavis,biblioteket,8,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060608_132_128_1?searchText=biblioteket
3724,200484175,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060609_132_129_1,faedrelandsvennen,Kristiansand,20060609,2006,digavis,biblioteket,1,1,2,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060609_132_129_1?searchText=biblioteket
3725,200484175,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060609_132_129_1,faedrelandsvennen,Kristiansand,20060609,2006,digavis,biblioteket,1,1,5,-4,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060609_132_129_1?searchText=biblioteket
3726,200484180,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060615_132_134_1,faedrelandsvennen,Kristiansand,20060615,2006,digavis,biblioteket,2,2,2,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060615_132_134_1?searchText=biblioteket
3727,200484180,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060615_132_134_1,faedrelandsvennen,Kristiansand,20060615,2006,digavis,biblioteket,2,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060615_132_134_1?searchText=biblioteket
3728,200484180,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060615_132_134_1,faedrelandsvennen,Kristiansand,20060615,2006,digavis,biblioteket,2,3,2,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060615_132_134_1?searchText=biblioteket
3729,200484181,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060616_132_135_1,faedrelandsvennen,Kristiansand,20060616,2006,digavis,biblioteket,1,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060616_132_135_1?searchText=biblioteket
3730,200484181,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060616_132_135_1,faedrelandsvennen,Kristiansand,20060616,2006,digavis,biblioteket,1,3,0,3,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060616_132_135_1?searchText=biblioteket
3731,200484183,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060619_132_137_1,faedrelandsvennen,Kristiansand,20060619,2006,digavis,biblioteket,1,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060619_132_137_1?searchText=biblioteket
3732,200484183,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060619_132_137_1,faedrelandsvennen,Kristiansand,20060619,2006,digavis,biblioteket,1,0,1,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060619_132_137_1?searchText=biblioteket
3733,200484184,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060620_132_138_1,faedrelandsvennen,Kristiansand,20060620,2006,digavis,biblioteket,2,1,2,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060620_132_138_1?searchText=biblioteket
3734,200484184,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060620_132_138_1,faedrelandsvennen,Kristiansand,20060620,2006,digavis,biblioteket,2,2,3,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060620_132_138_1?searchText=biblioteket
3735,200484184,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060620_132_138_1,faedrelandsvennen,Kristiansand,20060620,2006,digavis,biblioteket,2,2,1,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060620_132_138_1?searchText=biblioteket
3736,200484186,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1,faedrelandsvennen,Kristiansand,20060622,2006,digavis,biblioteket,1,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1?searchText=biblioteket
3737,200484186,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1,faedrelandsvennen,Kristiansand,20060622,2006,digavis,biblioteket,1,2,3,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1?searchText=biblioteket
3738,200484186,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1,faedrelandsvennen,Kristiansand,20060622,2006,digavis,biblioteket,1,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1?searchText=biblioteket
3739,200484186,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1,faedrelandsvennen,Kristiansand,20060622,2006,digavis,biblioteket,1,0,0,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060622_132_140_1?searchText=biblioteket
3740,200484187,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060623_132_141_1,faedrelandsvennen,Kristiansand,20060623,2006,digavis,biblioteket,1,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060623_132_141_1?searchText=biblioteket
3741,200484187,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060623_132_141_1,faedrelandsvennen,Kristiansand,20060623,2006,digavis,biblioteket,1,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060623_132_141_1?searchText=biblioteket
3742,200484190,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060627_132_144_1,faedrelandsvennen,Kristiansand,20060627,2006,digavis,biblioteket,2,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060627_132_144_1?searchText=biblioteket
3743,200484190,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060627_132_144_1,faedrelandsvennen,Kristiansand,20060627,2006,digavis,biblioteket,2,1,0,1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060627_132_144_1?searchText=biblioteket
3744,200484190,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060627_132_144_1,faedrelandsvennen,Kristiansand,20060627,2006,digavis,biblioteket,2,0,2,-2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060627_132_144_1?searchText=biblioteket
3745,200484191,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060628_132_145_1,faedrelandsvennen,Kristiansand,20060628,2006,digavis,biblioteket,1,1,2,-1,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060628_132_145_1?searchText=biblioteket
3746,200484191,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060628_132_145_1,faedrelandsvennen,Kristiansand,20060628,2006,digavis,biblioteket,1,1,1,0,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060628_132_145_1?searchText=biblioteket
3747,200484191,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060628_132_145_1,faedrelandsvennen,Kristiansand,20060628,2006,digavis,biblioteket,1,2,0,2,https://www.nb.no/items/URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20060628_132_145_1?searchText=biblioteket
