,dhlabid,urn,title,city,timestamp,year,doctype,word,count,positive,negative,sentimentscore
650,203062082,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100213_136_37_1,faedrelandsvennen,Kristiansand,20100213,2010,digavis,biblioteket,1,1,0,1
651,203062086,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100218_136_41_1,faedrelandsvennen,Kristiansand,20100218,2010,digavis,biblioteket,2,1,0,1
652,203062088,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100220_136_43_1,faedrelandsvennen,Kristiansand,20100220,2010,digavis,biblioteket,16,12,10,2
653,203062092,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100225_136_47_1,faedrelandsvennen,Kristiansand,20100225,2010,digavis,biblioteket,1,0,0,0
654,203062094,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100227_136_49_1,faedrelandsvennen,Kristiansand,20100227,2010,digavis,biblioteket,1,0,2,-2
655,203062097,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100303_136_52_1,faedrelandsvennen,Kristiansand,20100303,2010,digavis,biblioteket,1,0,2,-2
656,203062101,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100308_136_56_1,faedrelandsvennen,Kristiansand,20100308,2010,digavis,biblioteket,1,0,1,-1
657,203062103,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100310_136_58_1,faedrelandsvennen,Kristiansand,20100310,2010,digavis,biblioteket,1,0,1,-1
658,203062109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100317_136_64_1,faedrelandsvennen,Kristiansand,20100317,2010,digavis,biblioteket,2,3,6,-3
659,203062111,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100319_136_66_1,faedrelandsvennen,Kristiansand,20100319,2010,digavis,biblioteket,1,2,1,1
660,203062112,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100320_136_67_1,faedrelandsvennen,Kristiansand,20100320,2010,digavis,biblioteket,1,2,0,2
661,203062113,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100322_136_68_1,faedrelandsvennen,Kristiansand,20100322,2010,digavis,biblioteket,2,1,1,0
662,203062115,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100324_136_70_1,faedrelandsvennen,Kristiansand,20100324,2010,digavis,biblioteket,2,3,4,-1
663,203062116,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100325_136_71_1,faedrelandsvennen,Kristiansand,20100325,2010,digavis,biblioteket,3,2,0,2
664,203062118,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100327_136_73_1,faedrelandsvennen,Kristiansand,20100327,2010,digavis,biblioteket,1,0,1,-1
665,203062122,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100406_136_77_1,faedrelandsvennen,Kristiansand,20100406,2010,digavis,biblioteket,1,2,3,-1
666,203062123,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100407_136_78_1,faedrelandsvennen,Kristiansand,20100407,2010,digavis,biblioteket,1,0,2,-2
667,203062126,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100410_136_81_1,faedrelandsvennen,Kristiansand,20100410,2010,digavis,biblioteket,1,0,0,0
668,203062129,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100414_136_84_1,faedrelandsvennen,Kristiansand,20100414,2010,digavis,biblioteket,1,0,1,-1
669,203062133,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100419_136_88_1,faedrelandsvennen,Kristiansand,20100419,2010,digavis,biblioteket,1,0,0,0
670,203062136,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100422_136_91_1,faedrelandsvennen,Kristiansand,20100422,2010,digavis,biblioteket,1,2,1,1
671,203062138,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100424_136_93_1,faedrelandsvennen,Kristiansand,20100424,2010,digavis,biblioteket,4,2,2,0
672,203062140,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100427_136_95_1,faedrelandsvennen,Kristiansand,20100427,2010,digavis,biblioteket,1,2,0,2
673,203062141,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100428_136_96_1,faedrelandsvennen,Kristiansand,20100428,2010,digavis,biblioteket,2,1,1,0
674,203062142,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100429_136_97_1,faedrelandsvennen,Kristiansand,20100429,2010,digavis,biblioteket,4,8,3,5
675,203062143,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100430_136_98_1,faedrelandsvennen,Kristiansand,20100430,2010,digavis,biblioteket,2,2,2,0
676,203062145,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100504_136_100_1,faedrelandsvennen,Kristiansand,20100504,2010,digavis,biblioteket,1,1,0,1
677,203062146,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100505_136_101_1,faedrelandsvennen,Kristiansand,20100505,2010,digavis,biblioteket,1,0,0,0
678,203062147,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100506_136_102_1,faedrelandsvennen,Kristiansand,20100506,2010,digavis,biblioteket,2,9,2,7
679,203062148,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100507_136_103_1,faedrelandsvennen,Kristiansand,20100507,2010,digavis,biblioteket,4,4,4,0
680,203062149,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100508_136_104_1,faedrelandsvennen,Kristiansand,20100508,2010,digavis,biblioteket,2,2,0,2
681,203062150,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100510_136_105_1,faedrelandsvennen,Kristiansand,20100510,2010,digavis,biblioteket,1,1,0,1
682,203062157,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100520_136_112_1,faedrelandsvennen,Kristiansand,20100520,2010,digavis,biblioteket,1,4,3,1
683,203062159,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100522_136_114_1,faedrelandsvennen,Kristiansand,20100522,2010,digavis,biblioteket,5,0,3,-3
684,203062160,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100525_136_115_1,faedrelandsvennen,Kristiansand,20100525,2010,digavis,biblioteket,1,1,1,0
685,203062164,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100529_136_119_1,faedrelandsvennen,Kristiansand,20100529,2010,digavis,biblioteket,1,0,2,-2
686,203062168,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100603_136_123_1,faedrelandsvennen,Kristiansand,20100603,2010,digavis,biblioteket,1,0,0,0
687,203062170,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100605_136_125_1,faedrelandsvennen,Kristiansand,20100605,2010,digavis,biblioteket,1,2,0,2
688,203062173,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100609_136_128_1,faedrelandsvennen,Kristiansand,20100609,2010,digavis,biblioteket,2,3,3,0
689,203062176,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100612_136_131_1,faedrelandsvennen,Kristiansand,20100612,2010,digavis,biblioteket,5,5,5,0
690,203062177,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100614_136_132_1,faedrelandsvennen,Kristiansand,20100614,2010,digavis,biblioteket,1,1,1,0
691,203062180,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100617_136_135_1,faedrelandsvennen,Kristiansand,20100617,2010,digavis,biblioteket,1,1,2,-1
692,203062182,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100619_136_137_1,faedrelandsvennen,Kristiansand,20100619,2010,digavis,biblioteket,1,1,1,0
693,203062185,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100623_136_140_1,faedrelandsvennen,Kristiansand,20100623,2010,digavis,biblioteket,1,0,1,-1
694,203062193,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100702_136_148_1,faedrelandsvennen,Kristiansand,20100702,2010,digavis,biblioteket,1,1,0,1
695,203062196,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100706_136_151_1,faedrelandsvennen,Kristiansand,20100706,2010,digavis,biblioteket,1,1,2,-1
696,203062199,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100709_136_154_1,faedrelandsvennen,Kristiansand,20100709,2010,digavis,biblioteket,1,2,0,2
697,203062202,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100713_136_157_1,faedrelandsvennen,Kristiansand,20100713,2010,digavis,biblioteket,3,7,2,5
698,203062204,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100715_136_159_1,faedrelandsvennen,Kristiansand,20100715,2010,digavis,biblioteket,4,3,7,-4
699,203062205,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100716_136_160_1,faedrelandsvennen,Kristiansand,20100716,2010,digavis,biblioteket,1,1,0,1
700,203062206,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100717_136_161_1,faedrelandsvennen,Kristiansand,20100717,2010,digavis,biblioteket,1,0,0,0
701,203062210,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100722_136_165_1,faedrelandsvennen,Kristiansand,20100722,2010,digavis,biblioteket,1,0,0,0
702,203062220,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100803_136_175_1,faedrelandsvennen,Kristiansand,20100803,2010,digavis,biblioteket,3,6,7,-1
703,203062221,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100804_136_176_1,faedrelandsvennen,Kristiansand,20100804,2010,digavis,biblioteket,1,0,0,0
704,203062224,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100807_136_179_1,faedrelandsvennen,Kristiansand,20100807,2010,digavis,biblioteket,6,5,6,-1
705,203062227,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100811_136_182_1,faedrelandsvennen,Kristiansand,20100811,2010,digavis,biblioteket,1,2,1,1
706,203062229,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100813_136_184_1,faedrelandsvennen,Kristiansand,20100813,2010,digavis,biblioteket,1,1,1,0
707,203062232,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100817_136_187_1,faedrelandsvennen,Kristiansand,20100817,2010,digavis,biblioteket,5,10,4,6
708,203062233,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100818_136_188_1,faedrelandsvennen,Kristiansand,20100818,2010,digavis,biblioteket,2,0,1,-1
709,203062236,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100821_136_191_1,faedrelandsvennen,Kristiansand,20100821,2010,digavis,biblioteket,2,1,1,0
710,203062242,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100828_136_197_1,faedrelandsvennen,Kristiansand,20100828,2010,digavis,biblioteket,2,2,0,2
711,203062245,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100901_136_200_1,faedrelandsvennen,Kristiansand,20100901,2010,digavis,biblioteket,1,2,3,-1
712,203062248,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100904_136_203_1,faedrelandsvennen,Kristiansand,20100904,2010,digavis,biblioteket,1,0,2,-2
713,203062252,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100909_136_207_1,faedrelandsvennen,Kristiansand,20100909,2010,digavis,biblioteket,2,4,1,3
714,203062253,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100910_136_208_1,faedrelandsvennen,Kristiansand,20100910,2010,digavis,biblioteket,5,5,7,-2
715,203062254,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100911_136_209_1,faedrelandsvennen,Kristiansand,20100911,2010,digavis,biblioteket,3,0,5,-5
716,203062256,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100914_136_211_1,faedrelandsvennen,Kristiansand,20100914,2010,digavis,biblioteket,2,5,1,4
717,203062257,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100915_136_212_1,faedrelandsvennen,Kristiansand,20100915,2010,digavis,biblioteket,1,1,1,0
718,203062260,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100918_136_215_1,faedrelandsvennen,Kristiansand,20100918,2010,digavis,biblioteket,1,1,0,1
719,203062262,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100921_136_217_1,faedrelandsvennen,Kristiansand,20100921,2010,digavis,biblioteket,1,0,1,-1
720,203062263,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100922_136_218_1,faedrelandsvennen,Kristiansand,20100922,2010,digavis,biblioteket,1,1,0,1
721,203062264,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100923_136_219_1,faedrelandsvennen,Kristiansand,20100923,2010,digavis,biblioteket,1,2,1,1
722,203062265,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100924_136_220_1,faedrelandsvennen,Kristiansand,20100924,2010,digavis,biblioteket,1,0,0,0
723,203062266,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100925_136_221_1,faedrelandsvennen,Kristiansand,20100925,2010,digavis,biblioteket,7,2,7,-5
724,203062267,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100927_136_222_1,faedrelandsvennen,Kristiansand,20100927,2010,digavis,biblioteket,1,0,0,0
725,203062269,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100929_136_224_1,faedrelandsvennen,Kristiansand,20100929,2010,digavis,biblioteket,1,0,1,-1
726,203062271,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101001_136_226_1,faedrelandsvennen,Kristiansand,20101001,2010,digavis,biblioteket,1,0,1,-1
727,203062275,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101006_136_230_1,faedrelandsvennen,Kristiansand,20101006,2010,digavis,biblioteket,1,1,0,1
728,203062278,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101009_136_233_1,faedrelandsvennen,Kristiansand,20101009,2010,digavis,biblioteket,1,1,2,-1
729,203062279,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101011_136_234_1,faedrelandsvennen,Kristiansand,20101011,2010,digavis,biblioteket,1,1,2,-1
730,203062281,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101013_136_236_1,faedrelandsvennen,Kristiansand,20101013,2010,digavis,biblioteket,10,15,7,8
731,203062286,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101019_136_241_1,faedrelandsvennen,Kristiansand,20101019,2010,digavis,biblioteket,1,1,1,0
732,203062287,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101020_136_242_1,faedrelandsvennen,Kristiansand,20101020,2010,digavis,biblioteket,2,2,2,0
733,203062289,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101022_136_244_1,faedrelandsvennen,Kristiansand,20101022,2010,digavis,biblioteket,1,0,1,-1
734,203062290,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101023_136_245_1,faedrelandsvennen,Kristiansand,20101023,2010,digavis,biblioteket,2,3,2,1
735,203062291,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101025_136_246_1,faedrelandsvennen,Kristiansand,20101025,2010,digavis,biblioteket,1,0,0,0
736,203062293,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101027_136_248_1,faedrelandsvennen,Kristiansand,20101027,2010,digavis,biblioteket,1,2,2,0
737,203062294,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101028_136_249_1,faedrelandsvennen,Kristiansand,20101028,2010,digavis,biblioteket,3,2,4,-2
738,203062296,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101030_136_251_1,faedrelandsvennen,Kristiansand,20101030,2010,digavis,biblioteket,1,2,1,1
739,203062299,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101103_136_254_1,faedrelandsvennen,Kristiansand,20101103,2010,digavis,biblioteket,1,0,0,0
740,203062300,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101104_136_255_1,faedrelandsvennen,Kristiansand,20101104,2010,digavis,biblioteket,1,0,3,-3
741,203062301,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101105_136_256_1,faedrelandsvennen,Kristiansand,20101105,2010,digavis,biblioteket,2,3,0,3
742,203062307,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101112_136_262_1,faedrelandsvennen,Kristiansand,20101112,2010,digavis,biblioteket,2,0,4,-4
743,203062312,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101118_136_267_1,faedrelandsvennen,Kristiansand,20101118,2010,digavis,biblioteket,2,3,3,0
744,203062315,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101122_136_270_1,faedrelandsvennen,Kristiansand,20101122,2010,digavis,biblioteket,1,0,0,0
745,203062317,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101124_136_272_1,faedrelandsvennen,Kristiansand,20101124,2010,digavis,biblioteket,1,0,1,-1
746,203062319,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101126_136_274_1,faedrelandsvennen,Kristiansand,20101126,2010,digavis,biblioteket,1,0,1,-1
747,203062323,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101201_136_278_1,faedrelandsvennen,Kristiansand,20101201,2010,digavis,biblioteket,1,1,1,0
748,203062324,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101202_136_279_1,faedrelandsvennen,Kristiansand,20101202,2010,digavis,biblioteket,1,0,0,0
749,203062327,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101206_136_282_1,faedrelandsvennen,Kristiansand,20101206,2010,digavis,biblioteket,2,2,4,-2
750,203062329,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101208_136_284_1,faedrelandsvennen,Kristiansand,20101208,2010,digavis,biblioteket,1,3,1,2
751,203062332,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101211_136_287_1,faedrelandsvennen,Kristiansand,20101211,2010,digavis,biblioteket,2,2,3,-1
752,203062333,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101213_136_288_1,faedrelandsvennen,Kristiansand,20101213,2010,digavis,biblioteket,5,4,3,1
753,203062335,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101215_136_290_1,faedrelandsvennen,Kristiansand,20101215,2010,digavis,biblioteket,2,2,2,0
754,203062337,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101217_136_292_1,faedrelandsvennen,Kristiansand,20101217,2010,digavis,biblioteket,1,2,0,2
755,203062340,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101221_136_295_1,faedrelandsvennen,Kristiansand,20101221,2010,digavis,biblioteket,1,2,1,1
756,203062342,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101223_136_297_1,faedrelandsvennen,Kristiansand,20101223,2010,digavis,biblioteket,3,0,3,-3
757,203062351,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110105_137_3_1,faedrelandsvennen,Kristiansand,20110105,2011,digavis,biblioteket,1,0,2,-2
758,203062353,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110107_137_5_1,faedrelandsvennen,Kristiansand,20110107,2011,digavis,biblioteket,1,0,0,0
759,203062355,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110110_137_7_1,faedrelandsvennen,Kristiansand,20110110,2011,digavis,biblioteket,1,0,0,0
760,203062356,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110111_137_8_1,faedrelandsvennen,Kristiansand,20110111,2011,digavis,biblioteket,2,2,1,1
761,203062357,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110112_137_9_1,faedrelandsvennen,Kristiansand,20110112,2011,digavis,biblioteket,1,0,1,-1
762,203062361,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110117_137_13_1,faedrelandsvennen,Kristiansand,20110117,2011,digavis,biblioteket,9,9,6,3
763,203062363,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110119_137_15_1,faedrelandsvennen,Kristiansand,20110119,2011,digavis,biblioteket,1,4,1,3
764,203062365,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110121_137_17_1,faedrelandsvennen,Kristiansand,20110121,2011,digavis,biblioteket,1,0,0,0
765,203062369,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110126_137_21_1,faedrelandsvennen,Kristiansand,20110126,2011,digavis,biblioteket,1,0,0,0
766,203062371,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110128_137_23_1,faedrelandsvennen,Kristiansand,20110128,2011,digavis,biblioteket,1,2,0,2
767,203062372,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110129_137_24_1,faedrelandsvennen,Kristiansand,20110129,2011,digavis,biblioteket,1,1,1,0
768,203062375,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110202_137_27_1,faedrelandsvennen,Kristiansand,20110202,2011,digavis,biblioteket,3,2,0,2
769,203062376,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110203_137_28_1,faedrelandsvennen,Kristiansand,20110203,2011,digavis,biblioteket,1,2,1,1
770,203062377,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110204_137_29_1,faedrelandsvennen,Kristiansand,20110204,2011,digavis,biblioteket,1,2,0,2
771,203062379,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110207_137_31_1,faedrelandsvennen,Kristiansand,20110207,2011,digavis,biblioteket,1,1,1,0
772,203062380,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110208_137_32_1,faedrelandsvennen,Kristiansand,20110208,2011,digavis,biblioteket,1,1,0,1
773,203062381,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110209_137_33_1,faedrelandsvennen,Kristiansand,20110209,2011,digavis,biblioteket,1,1,1,0
774,203062385,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110214_137_37_1,faedrelandsvennen,Kristiansand,20110214,2011,digavis,biblioteket,1,0,0,0
775,203062389,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110218_137_41_1,faedrelandsvennen,Kristiansand,20110218,2011,digavis,biblioteket,1,1,0,1
776,203062392,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110222_137_44_1,faedrelandsvennen,Kristiansand,20110222,2011,digavis,biblioteket,1,2,1,1
777,203062395,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110225_137_47_1,faedrelandsvennen,Kristiansand,20110225,2011,digavis,biblioteket,2,3,0,3
778,203062396,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110226_137_48_1,faedrelandsvennen,Kristiansand,20110226,2011,digavis,biblioteket,4,6,5,1
779,203062403,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110307_137_55_1,faedrelandsvennen,Kristiansand,20110307,2011,digavis,biblioteket,1,0,1,-1
780,203062406,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110310_137_58_1,faedrelandsvennen,Kristiansand,20110310,2011,digavis,biblioteket,2,3,4,-1
781,203062408,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110312_137_60_1,faedrelandsvennen,Kristiansand,20110312,2011,digavis,biblioteket,1,2,1,1
782,203062411,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110316_137_63_1,faedrelandsvennen,Kristiansand,20110316,2011,digavis,biblioteket,1,0,0,0
783,203062413,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110318_137_65_1,faedrelandsvennen,Kristiansand,20110318,2011,digavis,biblioteket,2,2,4,-2
784,203062415,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110321_137_67_1,faedrelandsvennen,Kristiansand,20110321,2011,digavis,biblioteket,1,0,0,0
785,203062427,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110404_137_79_1,faedrelandsvennen,Kristiansand,20110404,2011,digavis,biblioteket,16,27,16,11
786,203062429,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110406_137_81_1,faedrelandsvennen,Kristiansand,20110406,2011,digavis,biblioteket,3,6,0,6
787,203062435,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110413_137_87_1,faedrelandsvennen,Kristiansand,20110413,2011,digavis,biblioteket,1,2,1,1
788,203062437,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110415_137_89_1,faedrelandsvennen,Kristiansand,20110415,2011,digavis,biblioteket,2,3,0,3
789,203062438,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110416_137_90_1,faedrelandsvennen,Kristiansand,20110416,2011,digavis,biblioteket,13,11,15,-4
790,203062439,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110418_137_91_1,faedrelandsvennen,Kristiansand,20110418,2011,digavis,biblioteket,1,0,0,0
791,203062442,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110426_137_94_1,faedrelandsvennen,Kristiansand,20110426,2011,digavis,biblioteket,1,2,0,2
792,203062446,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110430_137_98_1,faedrelandsvennen,Kristiansand,20110430,2011,digavis,biblioteket,1,3,0,3
793,203062447,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110502_137_99_1,faedrelandsvennen,Kristiansand,20110502,2011,digavis,biblioteket,1,2,0,2
794,203062452,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110507_137_104_1,faedrelandsvennen,Kristiansand,20110507,2011,digavis,biblioteket,1,1,0,1
795,203062453,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110509_137_105_1,faedrelandsvennen,Kristiansand,20110509,2011,digavis,biblioteket,1,0,1,-1
796,203062458,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110514_137_110_1,faedrelandsvennen,Kristiansand,20110514,2011,digavis,biblioteket,1,0,1,-1
797,203062459,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110516_137_111_1,faedrelandsvennen,Kristiansand,20110516,2011,digavis,biblioteket,1,0,0,0
798,203062467,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110526_137_119_1,faedrelandsvennen,Kristiansand,20110526,2011,digavis,biblioteket,1,2,2,0
799,203062468,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110527_137_120_1,faedrelandsvennen,Kristiansand,20110527,2011,digavis,biblioteket,2,0,4,-4
800,203062470,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110530_137_122_1,faedrelandsvennen,Kristiansand,20110530,2011,digavis,biblioteket,1,1,3,-2
801,203062471,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110531_137_123_1,faedrelandsvennen,Kristiansand,20110531,2011,digavis,biblioteket,1,0,1,-1
802,203062472,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110601_137_124_1,faedrelandsvennen,Kristiansand,20110601,2011,digavis,biblioteket,1,0,0,0
803,203062478,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110609_137_130_1,faedrelandsvennen,Kristiansand,20110609,2011,digavis,biblioteket,1,1,0,1
804,203062481,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110614_137_133_1,faedrelandsvennen,Kristiansand,20110614,2011,digavis,biblioteket,1,0,0,0
805,203062488,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110622_137_140_1,faedrelandsvennen,Kristiansand,20110622,2011,digavis,biblioteket,2,2,3,-1
806,203062489,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110623_137_141_1,faedrelandsvennen,Kristiansand,20110623,2011,digavis,biblioteket,1,2,1,1
807,203062491,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110625_137_143_1,faedrelandsvennen,Kristiansand,20110625,2011,digavis,biblioteket,7,18,4,14
